address,amount
0xb86c3F2E5378989Dcd92044846F90978C47f6BB5,0.052518082867962446
0xd5D8a03D2c7DFb0E3f9027701DD32b117F716a69,0.052518082867962446
0x4bd01204dfF18b3f192C4802B17888CFCb26F5f5,0.052518082867962446
0x6b7A1912401D46c152eAbaF3DFAe0c00d37301E5,0.052518082867962446
0x20E53898DC5Fc5aFA6CDD00af2ea658B499B508c,0.052518082867962446
0x3Ba66Cb62066E98330ecC8bc4A2CDAf3dBC156A0,0.052518082867962446
0xB0A227f5Deeb116d8e3F9876cA6919005cB5DA4C,0.052518082867962446
0xcB7d39d9B6f9B2F50257CF6832ed91015BFD1aF4,0.052518082867962446
0x1FF5f13c0a88CbdC5642cf6549882B349DEE239c,0.052518082867962446
0xb8A07965d667D0179CF964EA93445c0A7d4bD32d,0.052518082867962446
0x7c94F1DFC0DdE214D407826A32fd41Ab30D09A15,0.052518082867962446
0x8043256a7e4e7035b61a28E3A0a8cd3bFD96F92A,0.052518082867962446
0xA5bC342C974290AB9Ec50627a89064C9FCD794A0,0.052518082867962446
0x84488e2BE9A17DD366B80805460b52e37F8BD155,0.052518082867962446
0x2240F059C6C8431D7E6EC917E5988861cCa2f881,0.052518082867962446
0x2050E2dCDa2737AD02D3c03Ea39972694fBD7CBE,0.052518082867962446
0x4D84d30f671F01cc6e0f0C680f803FfBd5942159,0.052518082867962446
0x5c0ade83496fdEFceCBd3dD052D78CE2f406f5D4,0.052518082867962446
0x49f486F773468CbB7D9204FCCAf2853519Bd4751,0.052518082867962446
0x746916cC4Df84B3cFcb52eA2a12792516F9562Fb,0.052518082867962446
0x21de893026D9fdf2C4f5cD1069A559B44a482eE3,0.052518082867962446
0x7858646dFeF5320FF73176fc3815229608696268,0.052518082867962446
0xDE2C760B407ec928b06Fc53faEb03d3dfab57b3B,0.052518082867962446
0x7E4523C049BC29D42040acd71557738E10E8CFda,0.052518082867962446
0x61DABC05eC10D507992A49F1631e63c459f53731,0.052518082867962446
0x95bdA2F4d96413771aEe6EB7c13716AD98fe1Fa9,0.052518082867962446
0x9102784D1b53AEba02ce3CBE6C596997C2acd402,0.052518082867962446
0x24C7Fc3C10C8d4Ab5c9Fe36be9a0aBC8119c3A78,0.052518082867962446
0xab3DC0CE21386d3711c45fe7bebdb270366607F7,0.052518082867962446
0x4478ad8276C7966B2e2594cEF6A9e474Ec4AD61F,0.052518082867962446
0x00Db93a2c99B6162901F3b6e1802CEA5F6fCEf0D,0.052518082867962446
0xb801aEe82489f9219c9b0272c6f97bB16180E93E,0.052518082867962446
0x9a746B67eD9A48A2eeC630201E023bd9AF775C49,0.052518082867962446
0x229cD71a00A8a1CEBeddff86200844224a222fE5,0.052518082867962446
0x1b217774969BD0efE614C2C0813E0139B2ed7a99,0.052518082867962446
0x549DA392be3C357BB9bda880Ab4321e2F329F6A4,0.052518082867962446
0xBC86Ab7bF15B4052B7bCcC912B6BB1F32Ef96d30,0.052518082867962446
0x79a57369fdC6DFa10Bc319B229372a96Aa82a316,0.052518082867962446
0xA13BBA34047933033B62A2f8E44bA182BCD19A89,0.052518082867962446
0x57dA23a07172DcB28163E04CDA233296a2751965,0.052518082867962446
0x19c313Ae63A96df7aeFA1E1c39887415C1F22CC2,0.052518082867962446
0x92CB9D6E004A41198bB38d23Ea17855F16930a7B,0.052518082867962446
0x480846C9f088e603B44827161c5290Ee57F2cee3,0.052518082867962446
0x8F9db15Aa1D1dBf044b8527528BbeF074FFad85C,0.052518082867962446
0xF178e1c2A87a3884B287Bc95aBc1D1b685cfC76A,0.052518082867962446
0xB371b57D13F1431e0fBF0Da71650E38878ff578c,0.052518082867962446
0x8d5Bb0D23fa86e90A41A769C29A724aCca14d27b,0.052518082867962446
0xE73bA61e293f52c7f0b6243037Ab8D8897E72a3D,0.052518082867962446
0x8e7A58cdEccef7263E04D6845a389cF6138148aD,0.052518082867962446
0x44189EcdCc45DB15B04fc8ccDf09576Ce1205b28,0.052518082867962446
0x685406A39Ba48d1C612ADdbb65CecC34De2F9fd2,0.052518082867962446
0x7738F087d976590b44A0850698C07541dB91F656,0.052518082867962446
0x7468aDCC1d638E537089EfA08cBc2Ae650AF4E3D,0.052518082867962446
0xB2cb31Ac94B62B35A382c446D5C4815543ee7fDf,0.052518082867962446
0xdd98e088528cE4C096B9376e408b8543e83F879C,0.052518082867962446
0x1D7c1a9e1A6b492368D0e8453b3B01A00431b4db,0.052518082867962446
0x4a41E6182645279cFBC162bE3f6b3e01A195F77F,0.052518082867962446
0x34B365ab9B18E8f8B20E301E5Dab3226a789FF51,0.052518082867962446
0xFBe122AFE53aEE7d12E77e0Ed4d2E9E61F37D9f1,0.052518082867962446
0x31B35488602F455dd179bf4B0DB2f696c48165b0,0.052518082867962446
0xe5BB109775b00D9A7B478cB265bcBfcaB6d373cd,0.052518082867962446
0xFcFe13d307F15207c3B7b335Af869B2134D9875f,0.052518082867962446
0x0eb2cAeB8EbfaF24236fe2938cBc55665F5336c9,0.052518082867962446
0xe2e6B6538b9d7da00B2D4b4C9861e97187EC3c2e,0.052518082867962446
0x6b013BBB6aF2eB121dd9cE7A5ef887189c9b1fB9,0.052518082867962446
0x6D62F50068D25aa5211C700cc92Cd958B0a0f970,0.052518082867962446
0x588aeBde9Df4e28070174e6956a5D9c2C175c74d,0.052518082867962446
0x715A0DbDE78aC0e99aD80992C2c2d79E3B21Ddcc,0.052518082867962446
0x0cf168d59C7492f80269Fad2149e5DDA29aB2BC9,0.052518082867962446
0x3336C6962bf81940976ed6bc0dD5Df3224C88d58,0.052518082867962446
0x034BDBd6a182b6650c39526Cc45c6F63233A1b84,0.052518082867962446
0x3ABCa32860B0CFE2793B6ee20037eFc2C87eCC67,0.052518082867962446
0x99262EF72167b057522A0cB543Eef6bC051e0896,0.052518082867962446
0xE1b260181BCcaF7bd9425929355a3D4B20e1Bd6e,0.052518082867962446
0x90A9A8BF3b2b9fA0b3C60166d63224fF61bB68A2,0.052518082867962446
